0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.337349084406562819e-02,1.468581531884695195e-02,1.780437054840137978e-02,2.459592286570849023e-02,1.804564505366324997e-02,1.078359755547847812e-02,3.237045329040721345e-03,3.933495852501838613e-03,2.715490488460222448e-03,4.092142049615508752e-03,3.118985164962494085e-03,2.802900178134371065e-03,2.442411815995360492e-03,6.301722712358222810e-03,8.788214980956197270e-03,1.730165579840188192e-02,1.752545506941809508e-02,1.743519027207633340e-02,1.158274333615597756e-02,1.109709145774360681e-02
2.069431468503873106e-01,2.150014826048151362e-01,2.154207993292915069e-01,1.650368573768454805e-01,1.477252764318088274e-01,1.779008137678738943e-01,1.692509481300675800e-01,1.547974242568664061e-01,1.471674274979407337e-01,1.584266038364485485e-01,1.593215540967928834e-01,1.560640958522683808e-01,1.505671636285572379e-01,1.609107274946977029e-01,1.551244478079971123e-01,1.425552829857428538e-01,1.727750150954646124e-01,1.926444368452380485e-01,2.024155882266678030e-01,2.021908614545788740e-01
2.309298452150138903e-01,2.447256690416583225e-01,2.747494545939415111e-01,2.161488581030023004e-01,2.011362527206620454e-01,2.013460680491851451e-01,2.272061995369908660e-01,2.007470167774312031e-01,2.048395853039070014e-01,2.154191220564761755e-01,2.160599484280602556e-01,2.076162234097007064e-01,2.005046788513056844e-01,1.999331720055686212e-01,2.088529852568669631e-01,2.100157072363643684e-01,2.075579387479179472e-01,2.252723906558319056e-01,2.614951401987771207e-01,2.320816341628300916e-01
3.025845701044478919e-01,2.917822394133884334e-01,2.837138499777284717e-01,2.504869884746065423e-01,2.539184438143425315e-01,2.539150336517063677e-01,2.367931279932931343e-01,2.436571735547317652e-01,2.294086659179782606e-01,2.230919595698627744e-01,2.269466531411501453e-01,2.518270237094119568e-01,2.312705220471105716e-01,2.336028833576971053e-01,2.426305093609784636e-01,2.049648944889241320e-01,2.487183880985331663e-01,2.606675489557747638e-01,2.805569760388467171e-01,2.662461812751266699e-01
3.028335063561108376e-01,3.144555379697137609e-01,3.162855166030289489e-01,2.897844491414032220e-01,2.895212419739796039e-01,3.119586798318808585e-01,2.529731542915746312e-01,2.523530868612391398e-01,2.752676586079694232e-01,2.702803636110711061e-01,2.775317621667554024e-01,2.772377827259221439e-01,2.592578192251797642e-01,2.527418658490602765e-01,2.831466043572324343e-01,2.832925629711661730e-01,2.929394374938791290e-01,2.792862567405896002e-01,2.919687094940454641e-01,3.241139287369178557e-01
3.666282732258605015e-01,3.693750009673030243e-01,3.693763110623282109e-01,3.626847336066839622e-01,3.521420052173465653e-01,3.562193297957836347e-01,3.561873943892942540e-01,3.615008916422494112e-01,3.408255422561565218e-01,3.577722024241085652e-01,3.369625466769333166e-01,3.730341203205539968e-01,3.639285592696350768e-01,3.599592580484802240e-01,3.876573861540062449e-01,3.527135324216382206e-01,3.219609596348030345e-01,3.631403611649568486e-01,3.736604235045304923e-01,3.673371939638915284e-01
5.610553023099364989e-01,5.740898894057245849e-01,6.191651443185924863e-01,6.008741885609372169e-01,6.275381652684756117e-01,6.461413246796138266e-01,6.200613086211577141e-01,6.170993764995288400e-01,6.103795777495129027e-01,6.267981345784661151e-01,6.182152357039057966e-01,5.944841624344089359e-01,6.350779360149467756e-01,6.291764581148275859e-01,6.264801775981417853e-01,5.778595345049473142e-01,5.584876146933296370e-01,6.203375452176692617e-01,5.807178967777997247e-01,5.744643271401915774e-01
7.006328011168398984e-01,8.497584628905194837e-01,8.921547979117354643e-01,8.963158653265436149e-01,8.911749945561139308e-01,9.207485875390958308e-01,8.827679089694212555e-01,8.490168850194190764e-01,8.669770410616617351e-01,8.793386184936407002e-01,9.170189686774340432e-01,8.644970702438828924e-01,8.443469608664040393e-01,8.898406599771854220e-01,9.112551186941632020e-01,8.801186332020283221e-01,8.610138350486614689e-01,8.859850724612616801e-01,7.813472336612382607e-01,7.767754807681437335e-01
6.032114800493465490e-01,8.316186384484548499e-01,9.026545498678286705e-01,9.026323666523808908e-01,8.102042750858193809e-01,8.414885830335171457e-01,8.385070262317714240e-01,9.234011524807104188e-01,8.563922101198391257e-01,8.949061056164304695e-01,8.660418656834956153e-01,9.481830418602363864e-01,7.597283201236328942e-01,7.139503729278778854e-01,8.544408364938280709e-01,8.373403165697934636e-01,8.685115646990848592e-01,8.800923663455103574e-01,8.797319167812490681e-01,5.168298523280528967e-01
