0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.661581489688272587e-02,3.849185039321451757e-02,5.710558108384305304e-02,9.187852660755992107e-02,1.295643193145921690e-01,1.695748251552134933e-01,2.116273047775036331e-01,2.476483954526049192e-01,2.724940603065610922e-01,2.657816127685017071e-01,2.649530318635679449e-01,2.704622367335222100e-01,2.491629227078721864e-01,2.098785530478421146e-01,1.658899254569635717e-01,1.241322005484282592e-01,8.600242409621594586e-02,5.383857083883775846e-02,3.662226141149545894e-02
4.216893475801774399e-02,6.141025504383199746e-02,9.306573712329033188e-02,1.487684376418406951e-01,2.041248633929598488e-01,2.509534032542005688e-01,3.040689692343465089e-01,3.480893088347888908e-01,3.768049090024162551e-01,3.630626552948681418e-01,3.631291615315129784e-01,3.718357369134460688e-01,3.463580873760828682e-01,2.999775414161811593e-01,2.451133731410677363e-01,1.950076526769397023e-01,1.397564749314393340e-01,8.888987787978903932e-02,5.919973254524082962e-02
5.797531655137981577e-02,8.393064761577995192e-02,1.247083892689668794e-01,1.909036504436470716e-01,2.583149821773049193e-01,3.114102264591106506e-01,3.689855372734729966e-01,4.169512780583019551e-01,4.464574640701063912e-01,4.296406832408490861e-01,4.297084169788831787e-01,4.406233843391950677e-01,4.140306380853828738e-01,3.639633957999231506e-01,3.051703374957121517e-01,2.467335550014752577e-01,1.805657054742821066e-01,1.190211461009663130e-01,8.066868090109699518e-02
8.071240142072046153e-02,1.159608269051107671e-01,1.681713787605775556e-01,2.463000642105101778e-01,3.253124276459293251e-01,3.845630253348462646e-01,4.458205155584122892e-01,4.936117514626143787e-01,5.240604724294870564e-01,5.046099348673064311e-01,5.039362809049615644e-01,5.160979537281693563e-01,4.902518865998006237e-01,4.395213021136226694e-01,3.767762927536366657e-01,3.117862537615544438e-01,2.339259236494096450e-01,1.607948681827151560e-01,1.113331629615306601e-01
1.279096615139766746e-01,1.791593124702084150e-01,2.492098935695378215e-01,3.437072522365204885e-01,4.360500627265727625e-01,5.012005605246685480e-01,5.637139257851783158e-01,6.096218948366868284e-01,6.389070073773525094e-01,6.141680913629691263e-01,6.134497129107168156e-01,6.273072884876094157e-01,6.033959059564628635e-01,5.558987747896730891e-01,4.940550526995709513e-01,4.208723716574742646e-01,3.286889159385200654e-01,2.393051409880867786e-01,1.731258582008238511e-01
